product_id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,stock_qty,updated_at,rating,review_count
4066,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Crocs Men's Tideline Canvas Black Shoe,17,2026-08-12T18:14:08.376699+00:00,0.0,0
35036,Women,Apparel,Bottomwear,Churidar,Magenta,Summer,2012,Ethnic,Fabindia Women Magenta Churidar,37,2026-08-12T18:14:08.376699+00:00,0.0,0
51573,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Fastrack Women Sliver Dial Watch,24,2026-08-12T18:14:08.376699+00:00,0.0,0
22081,Women,Apparel,Topwear,Kurtas,Sea Green,Fall,2011,Ethnic,Vishudh Women Sea Green Floral Printed Kurta,32,2026-08-12T18:14:08.376699+00:00,0.0,0
42958,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,French Connection Men Brown Belt,9,2026-08-12T18:14:08.376699+00:00,0.0,0
23153,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Mark Taylor Men Black Printed T-shirt,4,2026-08-12T18:14:08.376699+00:00,0.0,0
17366,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,2011,Formal,Arrow Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,17,2026-08-12T18:14:08.376699+00:00,0.0,0
47416,Women,Accessories,Bags,Handbags,Teal,Fall,2012,Casual,Baggit Women Teal Sling Bag,17,2026-08-12T18:14:08.376699+00:00,0.0,0
6731,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Puma Men's Bolt Faas 300 Black Blue Shoe,32,2026-08-12T18:14:08.376699+00:00,0.0,0
12614,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Ed Hardy Men Printed White Tshirts,15,2026-08-12T18:14:08.376699+00:00,0.0,0
3243,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010,Sports,Puma Men's Future Cat Black Shoe,44,2026-08-12T18:14:08.376699+00:00,0.0,0
42164,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Status Quo Men Green T-shirt,15,2026-08-12T18:14:08.376699+00:00,0.0,0
30544,Unisex,Accessories,Socks,Socks,Black,Summer,2012,Sports,Nike Unisex Pack of 3 Socks,45,2026-08-12T18:14:08.376699+00:00,0.0,0
2391,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men Formal Black Shoe,42,2026-08-12T18:14:08.376699+00:00,0.0,0
9779,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011,Casual,ADIDAS Men Cress 3spespt Navy Blue Track Pants,30,2026-08-12T18:14:08.376699+00:00,0.0,0
30924,Women,Apparel,Bottomwear,Skirts,Beige,Summer,2012,Ethnic,Fabindia Women Printed Beige Ghera Skirt,25,2026-08-12T18:14:08.376699+00:00,0.0,0
29035,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,ADIDAS Men Game Grey T-shirt,36,2026-08-12T18:14:08.376699+00:00,0.0,0
46198,Women,Accessories,Jewellery,Jewellery Set,Maroon,Winter,2015,Casual,Adrika Marron Teracotta Jewellery Set,49,2026-08-12T18:14:08.376699+00:00,0.0,0
18772,Men,Accessories,Ties,Ties,Maroon,Summer,2011,Formal,Peter England Men Elite Maroon Tie,23,2026-08-12T18:14:08.376699+00:00,0.0,0
30118,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Flying Machine Men Printed Navy Blue T-shirt,19,2026-08-12T18:14:08.376699+00:00,0.0,0
51913,Women,Accessories,Bags,Handbags,White,Summer,2016,Casual,Nyk Women White Sling Bag,14,2026-08-12T18:14:08.376699+00:00,0.0,0
42538,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Mother Earth Women Maroon Kurta,39,2026-08-12T18:14:08.376699+00:00,0.0,0
15851,Unisex,Footwear,Sandal,Sandals,Red,Fall,2011,Casual,Warner Bros Kids Unisex TJ Playlogs Red Sandals,2,2026-08-12T18:14:08.376699+00:00,0.0,0
38375,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Brown Belt,26,2026-08-12T18:14:08.376699+00:00,0.0,0
14983,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Formal,Arrow Men Stripes Maroon Slim Fit Shirt,34,2026-08-12T18:14:08.376699+00:00,0.0,0
21258,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011,Casual,Skybags Unisex Grey Printed Backpack,9,2026-08-12T18:14:08.376699+00:00,0.0,0
59342,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Gliders Men Brown Shoes,43,2026-08-12T18:14:08.376699+00:00,0.0,0
53678,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Kiara Women Pink Handbag,29,2026-08-12T18:14:08.376699+00:00,0.0,0
56138,Women,Personal Care,Makeup,Eyeshadow,Pink,Spring,2017,Casual,Colorbar Expensive Pink Eye Shadow 005,39,2026-08-12T18:14:08.376699+00:00,0.0,0
37933,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Mineral Women Pink Top,34,2026-08-12T18:14:08.376699+00:00,0.0,0
24518,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011,Ethnic,Mother Earth Women Purple Printed Kurta,19,2026-08-12T18:14:08.376699+00:00,0.0,0
38147,Unisex,Accessories,Bags,Backpacks,Black,Summer,2015,Casual,Vital Gear Unisex Techno Black Backpack,48,2026-08-12T18:14:08.376699+00:00,0.0,0
20984,Men,Accessories,Belts,Belts,Black,Winter,2016,Casual,Fastrack Men Leatherette Black Belt,35,2026-08-12T18:14:08.376699+00:00,0.0,0
4608,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual,Wildcraft Wiki 4 Unisex Red Backpack,9,2026-08-12T18:14:08.376699+00:00,0.0,0
56904,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,HM Women Blue Flats,5,2026-08-12T18:14:08.376699+00:00,0.0,0
17508,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Classic Polo Men Stripes Grey Polo T-Shirt,9,2026-08-12T18:14:08.376699+00:00,0.0,0
47278,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Franco Leone Men Black Formal Shoes,29,2026-08-12T18:14:08.376699+00:00,0.0,0
13994,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Sports,Nike Men Solid Black Jackets,45,2026-08-12T18:14:08.376699+00:00,0.0,0
12846,Boys,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Ant Kids Boys Rock Grey Tshirts,47,2026-08-12T18:14:08.376699+00:00,0.0,0
35658,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,U.S. Polo Assn. Men Black Shoes,9,2026-08-12T18:14:08.376699+00:00,0.0,0
29207,Men,Accessories,Socks,Socks,White,Summer,2013,Sports,Fila Men White Socks,8,2026-08-12T18:14:08.376699+00:00,0.0,0
48230,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Men Black Sunglasses,31,2026-08-12T18:14:08.376699+00:00,0.0,0
9117,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Unisex Axis Black Sports Shoes,18,2026-08-12T18:14:08.376699+00:00,0.0,0
6963,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,s.Oliver Men's All You Need Purple T-shirt,14,2026-08-12T18:14:08.376699+00:00,0.0,0
18540,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,41,2026-08-12T18:14:08.376699+00:00,0.0,0
19492,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016,Casual,Levis Men Jazz Stripes Grey Trunks,43,2026-08-12T18:14:08.376699+00:00,0.0,0
53812,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2012,Ethnic,Ayaany Women Black Patiala Kurta Set,13,2026-08-12T18:14:08.376699+00:00,0.0,0
38523,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Puma Men Black Surge Shoes,24,2026-08-12T18:14:08.376699+00:00,0.0,0
45977,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Tokyo Talkies Women Yellow Printed Top,28,2026-08-12T18:14:08.376699+00:00,0.0,0
24940,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,United Colors of Benetton Kids Boys Black Printed T-shirt,41,2026-08-12T18:14:08.376699+00:00,0.0,0
44099,Men,Personal Care,Fragrance,Perfume And Body Mist,Black,Spring,2017,Casual,Baldessarini Men Private Affairs 50 ml Perfume,50,2026-08-12T18:14:08.376699+00:00,0.0,0
59514,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015,Casual,Lucera Silver Pendant With Chain,15,2026-08-12T18:14:08.376699+00:00,0.0,0
25892,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Femella Women Black Spaghetti Top,43,2026-08-12T18:14:08.376699+00:00,0.0,0
51779,Women,Apparel,Innerwear,Briefs,Green,Summer,2016,Casual,Bwitch Women Green Brief,30,2026-08-12T18:14:08.376699+00:00,0.0,0
3875,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Wrangler Men's Trademark Washed Grey T-shirt,26,2026-08-12T18:14:08.376699+00:00,0.0,0
18918,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,Levis Men Denim Grey Shirt,19,2026-08-12T18:14:08.376699+00:00,0.0,0
16882,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Police Women Casual Black Sunglasses,33,2026-08-12T18:14:08.376699+00:00,0.0,0
3049,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Tantra Men's Rupee Black T-shirt,50,2026-08-12T18:14:08.376699+00:00,0.0,0
49786,Women,Apparel,Loungewear and Nightwear,Night Suits,Black,Summer,2012,Casual,Little Miss Intimates Black & White Pyjama Set,37,2026-08-12T18:14:08.376699+00:00,0.0,0
17950,Unisex,Accessories,Headwear,Caps,Black,Fall,2011,Sports,Nike Unisex Swoosh Black Bandana,1,2026-08-12T18:14:08.376699+00:00,0.0,0
9573,Women,Accessories,Bags,Backpacks,Purple,Fall,2011,Casual,Puma Women Fitness Large Hobo Purple Backpacks,24,2026-08-12T18:14:08.376699+00:00,0.0,0
42960,Men,Accessories,Belts,Belts,Black,Summer,2012,Formal,French Connection Men Black Belt,11,2026-08-12T18:14:08.376699+00:00,0.0,0
29451,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Giordano Men White Dial Watch,2,2026-08-12T18:14:08.376699+00:00,0.0,0
6709,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Puma Unisex Wirko White Red Shoes,10,2026-08-12T18:14:08.376699+00:00,0.0,0
54805,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Ivory Tag Plaided Medley Red Handbag,6,2026-08-12T18:14:08.376699+00:00,0.0,0
28583,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,ADIDAS Originals Men Black Watch ADH2659,34,2026-08-12T18:14:08.376699+00:00,0.0,0
50499,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Summer,2016,Casual,Chromozome Men Grey Melange Innerwear Vest,50,2026-08-12T18:14:08.376699+00:00,0.0,0
8693,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Fastrack Women FT Girl Brown Sunglasses,44,2026-08-12T18:14:08.376699+00:00,0.0,0
22885,Men,Footwear,Sandal,Sandals,Khaki,Winter,2015,Casual,Woodland Men Khaki Casual Sandals,36,2026-08-12T18:14:08.376699+00:00,0.0,0
26419,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Turtle Men Check Green Shirt,20,2026-08-12T18:14:08.376699+00:00,0.0,0
18316,Men,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,Wills Lifestyle Men Check Green Shirt,17,2026-08-12T18:14:08.376699+00:00,0.0,0
23957,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Provogue Men Blue Shirt,8,2026-08-12T18:14:08.376699+00:00,0.0,0
48466,Women,Apparel,Dress,Dresses,Black,Winter,2011,Party,French Connection Women Black Dress,17,2026-08-12T18:14:08.376699+00:00,0.0,0
4862,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,ADIDAS Men Chelsea Home Blue Jersey,13,2026-08-12T18:14:08.376699+00:00,0.0,0
37759,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,John Players Men Stripes Grey Shirt,10,2026-08-12T18:14:08.376699+00:00,0.0,0
45379,Women,Footwear,Shoes,Flats,White,Spring,2013,Casual,Rocia Women White & Brown Sandals,30,2026-08-12T18:14:08.376699+00:00,0.0,0
11895,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Franco Leone Men Formal Black Formal Shoes,46,2026-08-12T18:14:08.376699+00:00,0.0,0
59726,Women,Apparel,Innerwear,Bra,Purple,Summer,2014,Casual,Avirate Purple & Black Bra,27,2026-08-12T18:14:08.376699+00:00,0.0,0
15409,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Fila Men Cage Black Slippers,10,2026-08-12T18:14:08.376699+00:00,0.0,0
24188,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2012,Casual,Converse Unisex Chuck Taylor All Stars Red Casual Shoes,39,2026-08-12T18:14:08.376699+00:00,0.0,0
44851,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Puma Men Red Ferrari T-shirt,2,2026-08-12T18:14:08.376699+00:00,0.0,0
52934,Women,Apparel,Saree,Sarees,Green,Summer,2012,Ethnic,FNF Green Sari,35,2026-08-12T18:14:08.376699+00:00,0.0,0
39405,Men,Apparel,Topwear,Shirts,Lavender,Summer,2014,Smart Casual,U.S. Polo Assn. Men Lavender & White Striped Linen Tailored Fit Smart Casual Shirt,6,2026-08-12T18:14:08.376699+00:00,0.0,0
45983,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Tokyo Talkies Women Blue Printed Top,34,2026-08-12T18:14:08.376699+00:00,0.0,0
33903,Men,Accessories,Watches,Watches,White,Summer,2017,Casual,Citizen Men White Dial Watch,4,2026-08-12T18:14:08.376699+00:00,0.0,0
20528,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Baggit Women Kool Excel Blue Handbag,29,2026-08-12T18:14:08.376699+00:00,0.0,0
52108,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Myntra Women White Floral Printed Kurta,9,2026-08-12T18:14:08.376699+00:00,0.0,0
25866,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,American Tourister Unisex Blue Backpack,17,2026-08-12T18:14:08.376699+00:00,0.0,0
4298,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Tantra Men's Budwiser Aqua Green T-shirt,49,2026-08-12T18:14:08.376699+00:00,0.0,0
3881,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Wrangler Men's Wrangler Flag Navy T-shirt,32,2026-08-12T18:14:08.376699+00:00,0.0,0
28745,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Aurelia Women Printed Orange Kurta,46,2026-08-12T18:14:08.376699+00:00,0.0,0
2953,Women,Apparel,Bottomwear,Capris,Yellow,Fall,2010,Casual,DUSG Women Rishikesh Organic Wheat Capri,4,2026-08-12T18:14:08.376699+00:00,0.0,0
17198,Men,Apparel,Topwear,Sweaters,Black,Winter,2016,Casual,U.S. Polo Assn. Men Solid Black Sweater,49,2026-08-12T18:14:08.376699+00:00,0.0,0
8455,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Jealous 21 Women Jealous Ran Pink Top Pink Tops,6,2026-08-12T18:14:08.376699+00:00,0.0,0
16876,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Idee Men Funky Eyewear Brown Sunglasses,27,2026-08-12T18:14:08.376699+00:00,0.0,0
31668,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2012,Casual,Spykar Men Grey Jeans,19,2026-08-12T18:14:08.376699+00:00,0.0,0
49772,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Alma Women White Kurta,23,2026-08-12T18:14:08.376699+00:00,0.0,0
9587,Unisex,Accessories,Bags,Handbags,Yellow,Fall,2011,Casual,Puma Unisex Yellow Sling Bag,38,2026-08-12T18:14:08.376699+00:00,0.0,0
13538,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012,Casual,Carlton London Men Casual Black Casual Shoes,39,2026-08-12T18:14:08.376699+00:00,0.0,0
16278,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Pink Floyd Men Pink Floyd Grey Sweatshirts,29,2026-08-12T18:14:08.376699+00:00,0.0,0
42994,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,2012,Sports,Nike Women Purple Air Max Sports Shoes,45,2026-08-12T18:14:08.376699+00:00,0.0,0
55923,Women,Personal Care,Nails,Nail Polish,Magenta,Spring,2017,Casual,Colorbar Blooming Magenta Nail Lacquer 52,24,2026-08-12T18:14:08.376699+00:00,0.0,0
46508,Men,Accessories,Watches,Watches,Gold,Winter,2016,Formal,Timex Men White Dial Chronograph Watch,9,2026-08-12T18:14:08.376699+00:00,0.0,0
34128,Men,Accessories,Belts,Belts,Black,Summer,2012,Formal,Turtle Men Reversible Leather Black Belt,29,2026-08-12T18:14:08.376699+00:00,0.0,0
43846,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Ethnic,Royal Diadem Purple Earrings,47,2026-08-12T18:14:08.376699+00:00,0.0,0
28577,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,ADIDAS Originals Men White Dial Chronograph Watch ADH2624,28,2026-08-12T18:14:08.376699+00:00,0.0,0
8667,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Fastrack Men Gradient Bikers Sunglasses P148BR2,18,2026-08-12T18:14:08.376699+00:00,0.0,0
22871,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual,Woodland Men Khaki Casual Shoes,22,2026-08-12T18:14:08.376699+00:00,0.0,0
49540,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Rocia Women Beige Handbag,41,2026-08-12T18:14:08.376699+00:00,0.0,0
19230,Men,Accessories,Ties,Ties,Blue,Summer,2011,Formal,United Colors of Benetton Men Check Blue Tie,31,2026-08-12T18:14:08.376699+00:00,0.0,0
34914,Women,Apparel,Topwear,Dupatta,Olive,Summer,2012,Ethnic,Fabindia Printed Olive Dupatta,15,2026-08-12T18:14:08.376699+00:00,0.0,0
48492,Women,Apparel,Topwear,Tops,Beige,Winter,2011,Casual,French Connection Women Beige Top,43,2026-08-12T18:14:08.376699+00:00,0.0,0
30588,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Club Pique Polo Blue T-shirt,39,2026-08-12T18:14:08.376699+00:00,0.0,0
5944,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,ADIDAS Women Derby White Shoe,45,2026-08-12T18:14:08.376699+00:00,0.0,0
25268,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Red & Grey Checks Handbag,19,2026-08-12T18:14:08.376699+00:00,0.0,0
4896,Women,Apparel,Topwear,Tops,Yellow,Summer,2011,Casual,Levis Kids Girl's Diane Yellow Teens Kidswear,47,2026-08-12T18:14:08.376699+00:00,0.0,0
39637,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men White Sports Shoes,38,2026-08-12T18:14:08.376699+00:00,0.0,0
58600,Women,Accessories,Accessories,Hair Accessory,Pink,Winter,2016,Casual,ToniQ Women Pink Hair Accessories,1,2026-08-12T18:14:08.376699+00:00,0.0,0
5178,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Rolling Stone Men's The Rolling Stones Navy T-shirt,29,2026-08-12T18:14:08.376699+00:00,0.0,0
11861,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2012,Casual,Playboy Men Casual Brown Slippers,12,2026-08-12T18:14:08.376699+00:00,0.0,0
27967,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016,Casual,Jockey SP-OW Men Green Innerwear Vest SP11,18,2026-08-12T18:14:08.376699+00:00,0.0,0
6399,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Lotto Men Rebel Black Grey Floater,50,2026-08-12T18:14:08.376699+00:00,0.0,0
28113,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016,Casual,Jockey COMFORT PLUS Men Comfort Plus Charcoal Trunks 8015,14,2026-08-12T18:14:08.376699+00:00,0.0,0
50009,Women,Apparel,Innerwear,Bra,Grey,Winter,2015,Sports,Hanes Women Grey Cotton Stretch Moulded Contour Bra,10,2026-08-12T18:14:08.376699+00:00,0.0,0
49918,Women,Apparel,Saree,Sarees,Brown,Fall,2012,Ethnic,Fabindia Brown Printed Ajrakh Dhonekhali Saree,19,2026-08-12T18:14:08.376699+00:00,0.0,0
18786,Men,Accessories,Wallets,Wallets,Black,Summer,2009,Casual,Peter England Men Elements Black Wallet,37,2026-08-12T18:14:08.376699+00:00,0.0,0
50835,Men,Accessories,Belts,Belts,Brown,Summer,2012,Formal,New Hide Men Brown Belt,36,2026-08-12T18:14:08.376699+00:00,0.0,0
49124,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Deborah Pink Light Creator Shine Volume 9 Lipstick,25,2026-08-12T18:14:08.376699+00:00,0.0,0
19654,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,United Colors of Benetton Women Printed Black Tshirt,5,2026-08-12T18:14:08.376699+00:00,0.0,0
46950,Women,Personal Care,Fragrance,Perfume And Body Mist,Red,Spring,2017,Casual,York Women Hypnose Perfume,1,2026-08-12T18:14:08.376699+00:00,0.0,0
11439,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011,Casual,United Colors of Benetton Women Solid Navy Blue Top,40,2026-08-12T18:14:08.376699+00:00,0.0,0
41349,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013,Casual,Wrangler Men Blue Skanders Jeans,50,2026-08-12T18:14:08.376699+00:00,0.0,0
39253,Men,Footwear,Shoes,Casual Shoes,Rust,Winter,2018,Casual,Red Chief Men Rust Casual  Shoes,4,2026-08-12T18:14:08.376699+00:00,0.0,0
14977,Men,Accessories,Belts,Belts,Black,Fall,2011,Formal,New Hide Men Solid Black Belts,28,2026-08-12T18:14:08.376699+00:00,0.0,0
33769,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,ADIDAS Neo Men Utility Deck Brown Shoes,20,2026-08-12T18:14:08.376699+00:00,0.0,0
38381,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Brown Belt,32,2026-08-12T18:14:08.376699+00:00,0.0,0
15099,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Mother Earth Women Printed Green Kurtas,50,2026-08-12T18:14:08.376699+00:00,0.0,0
58264,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Baggit Women Beige Handbag,15,2026-08-12T18:14:08.376699+00:00,0.0,0
36815,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Vishudh Women Olive Vishudh Kurta,16,2026-08-12T18:14:08.376699+00:00,0.0,0
14379,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,Catwalk Women Casual Beige Heels,30,2026-08-12T18:14:08.376699+00:00,0.0,0
28321,Men,Footwear,Sandal,Sandals,Black,Winter,2018,Casual,Red Tape Men Casual Black Sandals,22,2026-08-12T18:14:08.376699+00:00,0.0,0
13960,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,Jealous 21 Women Stripes Grey Tops,11,2026-08-12T18:14:08.376699+00:00,0.0,0
7079,Unisex,Accessories,Bags,Duffel Bag,Blue,Winter,2015,Casual,Wildcraft Unisex Blue Duffle Bag,30,2026-08-12T18:14:08.376699+00:00,0.0,0
27369,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Tantra Men Hippy Blue T-shirt,20,2026-08-12T18:14:08.376699+00:00,0.0,0
6997,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,s.Oliver Men's De-Nim White T-shirt,48,2026-08-12T18:14:08.376699+00:00,0.0,0
19466,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Quiksilver Men Red Check Shirt,17,2026-08-12T18:14:08.376699+00:00,0.0,0
7845,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men's Allegra Mid Black Silver Shoe,46,2026-08-12T18:14:08.376699+00:00,0.0,0
40634,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Span Women Red Kurta,35,2026-08-12T18:14:08.376699+00:00,0.0,0
24371,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011,Ethnic,Folklore Women Maroon Printed Kurta,22,2026-08-12T18:14:08.376699+00:00,0.0,0
10144,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Rockport Men Drsp Wingtip Brown Casual Shoes,45,2026-08-12T18:14:08.376699+00:00,0.0,0
57683,Women,Personal Care,Bath and Body,Body Lotion,Yellow,Spring,2017,Casual,Lotus Herbals Aloe Soft Body Lotion,34,2026-08-12T18:14:08.376699+00:00,0.0,0
11096,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011,Casual,Scullers Women Stripes Purple Sweaters,47,2026-08-12T18:14:08.376699+00:00,0.0,0
32214,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Printed Black Kurta,15,2026-08-12T18:14:08.376699+00:00,0.0,0
37766,Men,Apparel,Topwear,Shirts,Orange,Summer,2012,Casual,John Players Men Check Orange Shirt,17,2026-08-12T18:14:08.376699+00:00,0.0,0
4061,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Myntra Men's Radio Head Yellow T-shirt,12,2026-08-12T18:14:08.376699+00:00,0.0,0
45346,Women,Footwear,Shoes,Heels,White,Summer,2016,Casual,Cobblerz Women White Sandals,47,2026-08-12T18:14:08.376699+00:00,0.0,0
59719,Women,Apparel,Innerwear,Bra,Blue,Summer,2014,Casual,Avirate Blue Bra,20,2026-08-12T18:14:08.376699+00:00,0.0,0
15436,Women,Accessories,Bags,Handbags,Maroon,Fall,2011,Casual,Hidekraft Women Leather Maroon Handbags,37,2026-08-12T18:14:08.376699+00:00,0.0,0
51574,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Watch,25,2026-08-12T18:14:08.376699+00:00,0.0,0
35031,Women,Accessories,Stoles,Stoles,Blue,Summer,2012,Casual,Fabindia Women Blue Stole,32,2026-08-12T18:14:08.376699+00:00,0.0,0
6736,Men,Footwear,Sandal,Sandals,Black,Winter,2011,Casual,Puma Men Photon Black Floater,37,2026-08-12T18:14:08.376699+00:00,0.0,0
47411,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Baggit Women Purple Bag,12,2026-08-12T18:14:08.376699+00:00,0.0,0
17361,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,2011,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,12,2026-08-12T18:14:08.376699+00:00,0.0,0
23154,Men,Apparel,Topwear,Tshirts,Off White,Fall,2011,Casual,Mark Taylor Men Off White Printed T-shirt,5,2026-08-12T18:14:08.376699+00:00,0.0,0
26426,Women,Accessories,Bags,Handbags,Bronze,Summer,2012,Casual,Spice Art Women Leatherette Bronze Handbag,27,2026-08-12T18:14:08.376699+00:00,0.0,0
