id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price_estimate,is_recent
23613,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Nike Fragrances Women Magic Passion Perfume 150 ml,3912,True
20096,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,395,False
53564,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Men White Dial Watch,1863,True
4726,Boys,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Disney Kids Boy's Regatta Annual White Teen Kidswear,1025,False
45401,Women,Footwear,Shoes,Flats,Grey,Winter,2012,Casual,Rocia Women Grey Sandals,1700,False
39987,Men,Footwear,Shoes,Casual Shoes,Blue,Spring,2013,Casual,Gas Men Europa Blue Shoes,4286,False
15371,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Casual,Urban Yoga Women Solid Purple Sweatshirts,3670,False
21144,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,s.Oliver Women Solid White Top,1443,False
40173,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Men Black Polarized Sporty Wrap Sunglasses,472,True
33481,Women,Accessories,Belts,Belts,Purple,Summer,2012,Casual,Baggit Women Baaz Sandwichtost Purple Belt,1780,False
10603,Unisex,Accessories,Headwear,Caps,Grey,Fall,2011,Sports,Nike Unisex Tennis Grey Caps,2902,False
56016,Women,Personal Care,Lips,Lipstick,Orange,Spring,2017,Casual,Colorbar Soft Touch Citrine Lipstick 040,315,True
32553,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,Playboy Men Brown Shoes,852,False
59862,Women,Personal Care,Skin,Face Moisturisers,Black,Spring,2017,Casual,Olay Women Age Protect  Anti-Ageing Cream,4161,True
21978,Women,Accessories,Bags,Handbags,Olive,Winter,2015,Casual,Murcia Women Casual Olive Handbag,2277,True
14091,Women,Apparel,Topwear,Sweaters,Peach,Fall,2011,Casual,Flying Machine Women Solid Peach Sweaters,2390,False
53756,Unisex,Accessories,Bags,Laptop Bag,Black,Spring,2013,Casual,Puma Unisex Black Laptop Sleeve,2055,False
52684,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Morellato Men Silver Dial Watch,983,True
21376,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Manchester United Men Printed Green T-shirt,1675,False
4514,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Puma Men's Tarun White Navy Silver Red Shoe,813,False
45633,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,Park Avenue Men Navy Blue Swank Brief,1932,True
24604,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Vishudh Women Brown Printed Kurta,903,False
10431,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,Flying Machine Men Ydc Grey Shirts,2730,False
56224,Men,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2016,Casual,SDL by Sweet Dreams Men Grey Pyjama Set,523,True
26153,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,John Miller Men Striped Black Trousers,2452,False
42416,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,W Women Pink Kurta,2715,False
29927,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Police Men Grey Dial Chronograph Watch PL12880JS-02M,2226,True
3731,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Sports,CSK Mens Premium Jersey,4030,False
30036,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,SKAGEN DENMARK Women White Mother of Pearl Dial Watch 107SSCS,2335,True
54573,Women,Apparel,Topwear,Kurtas,Coffee Brown,Summer,2012,Ethnic,Sushilas Women Coffee Brown Kurta,2872,False
27081,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Gold Flats,3380,True
7391,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men's Black Slip-On Formal Shoe,3690,True
51001,Women,Apparel,Innerwear,Bra,Skin,Summer,2018,Casual,Enamor Full Figure Skin Bra,3300,True
17614,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Doodle Boys Cycle Black Tshirt,1913,False
48910,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant with Chain,1209,False
34496,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Van Heusen Woman Blue Shirt,2795,False
6243,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,UCB Men's Contrast Logo Olive Green T-shirt,2542,False
47164,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Brown Belt,3463,False
49238,Men,Accessories,Headwear,Caps,Black,Fall,2012,Casual,Arrow Men Black Cap,1537,False
31322,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurta,3621,False
19548,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Casual,United Colors of Benetton Men Solid Purple Sweatshirt,3847,False
13072,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes,1371,False
43702,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Remanika Women Black Top,4001,False
22735,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Nike Women Grey Lunarswift +3 Sports Shoes,3034,False
8923,Men,Accessories,Belts,Belts,White,Winter,2012,Casual,Puma Men White Belt,1222,False
46270,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,109F Women Purple Layered Top,2569,False
7157,Women,Apparel,Topwear,Tunics,Black,Fall,2011,Casual,Scullers For Her Women Fashion Summer Black Tunics,3456,False
35782,Women,Footwear,Shoes,Heels,Pink,Summer,2012,Casual,Enroute Women Pink Flats,4081,False
6085,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,UCB Women's Halftone Print White T-shirt,2384,False
34650,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Fila Women Top Fuel Black Sports Shoes,2949,False
50315,Men,Accessories,Ties,Ties,Red,Summer,2012,Formal,Park Avenue Men Red Tie,2614,False
20062,Women,Accessories,Headwear,Caps,Purple,Fall,2011,Casual,United Colors of Benetton Women Solid Purple Cap,361,False
58178,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual,Rocky S Women Grey Handbag,2477,False
53590,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Women White Dial Watch,1889,True
5600,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Reebok Men's Trail Mud Slinger Black Blue Shoe,1899,False
15385,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013,Casual,Fila Men Hawai Blue Flip Flops,3684,False
52442,Women,Apparel,Loungewear and Nightwear,Nightdress,Red,Winter,2015,Casual,Red Rose Red Nightdress,741,True
39973,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2014,Casual,Gas Men Brown Lear Shoes,4272,False
41869,Men,Footwear,Sandal,Sandals,Yellow,Fall,2015,Casual,Estd. 1977 Men Yellow & Brown Sandals,2168,True
40187,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012,Ethnic,Mumbai Slang Women Blue Kurti,486,False
33475,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Baggit Women Capture Jassy Brown Belt,1774,False
58944,Women,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017,Casual,Taylor of London Women Tweed Perfume,3243,True
57130,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Elle Women Printed White Top,1429,False
11725,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Lee Men Printed Orange Tshirts,4024,False
59896,Women,Apparel,Dress,Dresses,Multi,Fall,2012,Casual,Femella Women Multi Coloured Dress,4195,False
44715,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012,Casual,Lotto Men Navy Blue Flip Flops,1014,False
5432,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Nike Men's Cruiser Run The City Blue T-shirt,1731,False
20250,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Wrangler Men Music Grey Tshirt,549,False
14065,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Flying Machine Men Stripes White Polo Tshirts,2364,False
59298,Men,Apparel,Topwear,Shirts,Green,Fall,2012,Casual,U.S. Polo Assn. Men Striped Green Shirt,3597,False
52670,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Morellato Men Silver Dial Watch,969,True
21382,Men,Apparel,Bottomwear,Shorts,White,Fall,2011,Casual,Manchester United Men Solid White Shorts,1681,False
36335,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,Playboy Men White and Red Socks,634,True
57302,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Wedges,1601,False
14859,Women,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Wallets,3158,False
33647,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Lotto Men Ridge Black Sandals,1946,False
41267,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Arrow Men Black Wallet,1566,False
11517,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual,Catwalk Women Lifestyle White Shoes,3816,True
25722,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Wrangler Men Canvas Brown Belt,2021,False
55455,Women,Personal Care,Lips,Lipstick,Lavender,Spring,2017,Casual,Revlon Velvet Touch  Lipstick 659,3754,True
12392,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Formal,Reid & Taylor Men Solid  Navy Blue Socks,691,True
31110,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012,Casual,Gini and Jony Boys Washed Grey Jeans,3409,False
2617,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Mens Red Bleed Blue T-shirt,2916,False
43530,Women,Apparel,Topwear,Tops,Orange,Summer,2012,Casual,French Connection Women Orange Top,3829,False
13240,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Jackets,1539,False
54587,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Sushilas Women Printed White Kurta,2886,False
27075,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,3374,True
46042,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016,Casual,Estelle Women Gold Jewellery Set,2341,True
7365,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men's Black Casual Shoe,3664,True
49836,Women,Footwear,Flip Flops,Flip Flops,Gold,Winter,2012,Casual,iPanema Women Gold Flip Flops,2135,False
16732,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011,Casual,Lotto Men Earth Brown Slipper,1031,False
34462,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012,Casual,ADIDAS Unisex Black Laptop Sleeve,2761,False
47190,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012,Formal,Franco Leone Men Brown Shoes,3489,False
27849,Women,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Scullers For Her Red Polo T-shirt,4148,False
52214,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012,Casual,Lencia Sterling Silver Pendant,513,False
4184,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Rockport Men D2N Desert Boot Dark Brown Shoe,483,False
36751,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual,Little Miss Girls Blah White Top,1050,False
44371,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Classic Polo Men Purple T-shirt,670,False
37683,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,American Tourister Unisex Black Backpack,1982,False
14401,Women,Footwear,Shoes,Heels,Blue,Summer,2012,Casual,Enroute Women Steelblue Heels,2700,False
39719,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual,Arrow Woman Beige Top,4018,False
41603,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Basics Men Black Shirt,1902,False
11173,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual,Scullers Men Stripes Red Sweaters,3472,False
25346,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Levis Men Black  Brief,1645,True
24294,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Casual,Quiksilver Men High Navy Blue Socks,593,True
57766,Women,Personal Care,Skin Care,Face Scrub and Exfoliator,Cream,Spring,2017,Casual,Lotus Herbals Apriscrub Fresh Apricot Scrub 60g,2065,True
2273,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Mens Red Polo T-shirt,2572,False
43154,Women,Accessories,Watches,Watches,Purple,Winter,2016,Casual,Fastrack Women Purple Dial Watch,3453,True
13624,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Red,Summer,2016,Casual,Hanes Men Knitted Red Shorts,1923,True
27411,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Maroon,Winter,2015,Casual,Jockey Women Maroon Lounge Pants,3710,True
55031,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017,Casual,Lakme Absolute Matte Pure Glam Lipstick 201,3330,True
42086,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Mars White Sports Shoes,2385,False
31574,Men,Apparel,Topwear,Tshirts,Beige,Summer,2012,Casual,Mark Taylor Men Printed Beige T-shirt,3873,False
8749,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Stripes Shirt Purple Shirts,1048,False
50543,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Chromozome Men White Briefs,2842,True
17284,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Fedral Blue Polo  Tshirt,1583,False
28459,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Sports,Urban Yoga Women Purple Shorts,758,False
43968,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,DKNY Men Red Delicious Men Spray Perfume,4267,True
34006,Girls,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Gini and Jony Girls Purple Top,2305,False
46426,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Timex Men White Dial Watch,2725,True
7701,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Jealous 21 Women's She's Attitude Scarlet Pink T-shirt,4000,False
22163,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012,Casual,Timberland Men Navy Blue Casual Shoes,2462,False
13416,Men,Apparel,Topwear,Shirts,Pink,Summer,2011,Casual,United Colors of Benetton Men Check Pink Shirts,1715,False
27623,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012,Casual,Scullers Men Beige Shorts,3922,False
30694,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,2993,True
2041,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010,Sports,ADIDAS Mens Fire Grey T-shirt,2340,False
43366,Women,Footwear,Shoes,Flats,Navy Blue,Summer,2012,Casual,Reebok Women Navy Blue Casual Shoes,3665,False
16958,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016,Casual,Image Men Sunglasses,1257,True
3193,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011,Casual,Tantra Men's Nerds Light Brown T-shirt,3492,False
55203,Women,Personal Care,Lips,Lip Care,Pink,Spring,2017,Casual,Lakme Lip Love Flirt Lip Conditioner,3502,True
34234,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2013,Casual,Proline Men Navy Polo T-shirt,2533,False
23283,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Ssteele Men White Watch,3582,True
22351,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,John Players Men Check Green Shirt,2650,False
16164,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Enroute Men Leather Brown Sandals,463,False
46614,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Catwalk Women Black Heels,2913,False
7533,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011,Sports,Nike Men's As T90 Black Short,3832,False
19910,Unisex,Accessories,Bags,Duffel Bag,Blue,Winter,2015,Casual,Wildcraft Unisex Blue and Grey Printed Duffel Bag,4209,True
36563,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Jack & Jones Men Polo Blue T-shirt,862,False
25948,Women,Accessories,Scarves,Scarves,Green,Summer,2012,Casual,Femella Women Green Scarf,2247,False
45091,Women,Apparel,Innerwear,Bra,Lavender,Winter,2015,Casual,Bwitch Enchant Lavender & White Printed Bra RTV-BW297,1390,True
52026,Unisex,Apparel,Topwear,Rain Jacket,Grey,Summer,2012,Unknown,Just Natural Unisex Grey Rain Jacket,325,False
20406,Women,Accessories,Wallets,Wallets,Green,Winter,2015,Casual,Baggit Women Zanzil Taj Green Wallet,705,True
14633,Women,Apparel,Topwear,Tops,Green,Fall,2011,Casual,United Colors of Benetton Women Printed Green Tops,2932,False
44143,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Boss Men Number One Perfume,442,True
5264,Unisex,Accessories,Bags,Messenger Bag,Black,Winter,2015,Casual,Wildcraft Unisex Black Corporate Messenger Bag,1563,True
56486,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,Unknown,Streetwear Berry Shine Nail Polish # 79,785,True
11341,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Light Blue Chicago Fit Jeans,3640,True
25174,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Leatherette Brown Handbag,1473,True
10293,Men,Footwear,Sandal,Sandals,Brown,Spring,2012,Casual,Clarks Men Unstructured Leather Brown Sandals,2592,False
57554,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Unknown,Lotus Herbals SPF-10 Coffee Berry Lipstick 422,1853,True
8586,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Scullers Men Red Shirt,885,False
42249,Women,Apparel,Topwear,Tunics,Blue,Summer,2012,Casual,Sepia Women Blue Tunic,2548,False
12539,Women,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Tantra Women Black Printed T-shirt,838,False
18003,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Puma Men Training Polo Blue Tshirt,2302,False
9454,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,John Miller Men White Check Shirt,1753,False
17877,Men,Apparel,Innerwear,Innerwear Vests,Beige,Summer,2016,Casual,Levisi Men Comfort Style Beige Innerwear Vest,2176,True
30669,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Park Avenue Men Steel Sunglasses,2968,True
3952,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,Jealous 21 Women Purple Top With Purple Flower Top,4251,False
16199,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Puma Men Blue Polo T-Shirt,498,False
29744,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fossil Men Black Dial Chronograph Watch CH2783,2043,True
28696,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,W Women Printed Rust Kurta,995,False
2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016,Formal,Catwalk Women Leather Formal Grey Heels,3179,True
53109,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,Fabindia Silver Earrings,1408,True
5299,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011,Casual,Reebok Unisex Red Backpack,1598,False
24867,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Reid & Taylor Men Casual Black Belt,1166,False
59433,Women,Accessories,Bags,Clutches,Red,Summer,2015,Casual,Spice Art Women Red Clutch,3732,True
53935,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Kiara Women Brown Handbag,2234,False
38404,Women,Accessories,Belts,Belts,Purple,Summer,2012,Casual,Baggit Women Purple Xylo Taj Belt,2703,False
44982,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Women White Dial Watch,1281,True
25189,Women,Accessories,Bags,Handbags,Beige,Winter,2015,Casual,Lino Perros Women Classic Beige Handbag,1488,True
45850,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Vishudh Women Blue Kurta,2149,False
59601,Women,Apparel,Saree,Sarees,Brown,Summer,2012,Ethnic,FNF Brown Wedding Collection Sari,3900,False
4179,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011,Formal,Rockport Men's Tyson Black Shoe,478,False
5897,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Puma Women's Feuerwerk White Shoe,2196,False
24269,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Quiksilver Men Grey Printed T-shirt,568,False
38636,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Blue Cricket Tee T-shirt,2935,False
56649,Women,Apparel,Topwear,Kurtis,Cream,Fall,2012,Ethnic,Mumbai Slang Women Cream Kurti,948,False
4945,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Gini and Jony Boy's Kaniel White Yellow Kidswear,1244,False
35915,Women,Accessories,Bags,Handbags,Blue,Spring,2013,Casual,Peperone Women Blue Handbag,4214,False
31589,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Mark Taylor Men Printed Black T-shirt,3888,False
49493,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012,Casual,Vans Men Green & Grey Era Shoes,1792,False
23870,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Casual,ADIDAS Men Black  Track Pant,4169,False
48541,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Wrangler Men Brown Belt,840,False
9666,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Bling Blue Shirts,1965,False
18231,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Manchester United Men Printed Navy Blue Tshirt,2530,False
35129,Women,Accessories,Jewellery,Bangle,Red,Winter,2012,Casual,Allen Solly Woman Red Bangle,3428,False
42847,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual,French Connection Women Black Purse,3146,False
29576,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Vans Men Fontana White Shoes,1875,False
17279,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,U.S. Polo Assn. Men Printed Navy Blue Tshirt,1578,False
47509,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016,Casual,Facit Men Brown Brief,3808,True
59265,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Women Mother Of Pearl Watch,3564,True
1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Inkfruit Mens Little Bit More T-shirt,2152,False
14098,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Flying Machine Men Printed Blue Tshirts,2397,False
15976,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Turtle Solid Men Purple Shirt,4275,False
32768,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013,Casual,Music Men Printed Grey T-shirt,1067,False
39380,Men,Apparel,Bottomwear,Jeans,White,Summer,2012,Casual,Peter England Men Blue Party Jeans,3679,False
10438,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Flying Machine Men Midrise Blue Jeans,2737,False
48125,Women,Accessories,Belts,Belts,Multi,Summer,2012,Casual,Fossil Women Multi Coloured Ombre Braid Belt,424,False
9202,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Puma Men Yacht L Red Casual Shoes,1501,False
27088,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Aneri Women Aaliya Black Kurta,3387,False
18655,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Fila Men Drop Needle Black Slippers,2954,False
19787,Men,Apparel,Topwear,Tshirts,White,Winter,2016,Casual,U.S. Polo Assn. Men Solid White Tshirt,4086,True
46883,Boys,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Ben 10 Boys Black & Silver Shoes,3182,False
3738,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Lotto Men's Kochi Tuskers Cotton Graphic White T-shirt,4037,False
30803,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Ethnic,Fabindia Men Blue Shirt,3102,False
7398,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018,Formal,Red Tape Men Brown Shoes,3697,True
26966,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Jealous 21 Women Check Purple Shirt,3265,False
51008,Women,Apparel,Innerwear,Bra,Purple,Summer,2014,Casual,Enamor Purple Bra,3307,False
29112,Women,Accessories,Socks,Socks,White,Winter,2015,Casual,Puma Women Pack of 3 Socks,1411,True
18467,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Reebok Reegame Men Perfumes,2766,True
6844,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Brown,Summer,2011,Unknown,Timberland Unisex Boot Lace Shoe Accessories,3143,False
9030,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011,Casual,Buckaroo Men loma Brown Casual Shoes,1329,False
7996,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Sports,Fila Men's Striper Pique Polo Purple Navy T-shirt,4295,False
26368,Women,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Arrow Woman Red Shirt,2667,False
29320,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Sports,ADIDAS Men Green Jersey,1619,False
12961,Men,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual,ADIDAS Men Casual Brown Sandals,1260,False
45408,Women,Footwear,Shoes,Flats,Beige,Winter,2012,Casual,Rocia Women Beige & Brown Sandals,1707,False
15378,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Fila Men Coloda Grey Sports Shoes,3677,False
58185,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Rocky S Women Purple Handbag,2484,False
40946,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top,1245,False
21971,Women,Accessories,Bags,Handbags,Green,Winter,2015,Casual,Murcia Women Casual Multi Handbag,2270,True
33488,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Doodle Kids Boy Check Purple Shirt,1787,False
52679,Women,Accessories,Watches,Watches,Bronze,Winter,2016,Casual,Morellato Women Silver Dial Watch,978,True
59291,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Titan Edge Men Grey Dial Watch,3590,True
20259,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Wrangler Men Polo White T-shirt,558,False
39374,Women,Accessories,Watches,Watches,Green,Winter,2016,Casual,Helix Women Green Dial Watch,3673,True
15982,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,Turtle Stripes Men Grey Shirt,4281,False
14850,Men,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Wallets,3149,False
28808,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Denizen Men Striped Black Shirt,1107,False
43539,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,French Connection Women Multicoloured Striped Top,3838,False
13249,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Casual,Palm Tree Kids Boy Solid Brown Trousers,1548,False
